id,cnpj,municipio,mesorregiao,setor,porte,natureza_juridica,capital_social,num_funcionarios,faturamento_anual_estimado,data_abertura,situacao,data_situacao
2483,97.416.322/8556-33,Navegantes,Vale do Itajaí,Serviços profissionais,EPP,Sociedade Limitada,566083.61,41,1431428.95,2022-06-25,Baixada,2025-06-18
2484,11.828.913/0510-27,Criciúma,Sul Catarinense,Agronegócio,EPP,Sociedade Limitada,1350417.26,19,4229300.98,2021-01-22,Ativa,
2485,09.479.768/8543-46,Florianópolis,Grande Florianópolis,Comércio varejista,EPP,Sociedade Limitada,1537696.54,46,3324758.6,2019-12-25,Baixada,2022-07-31
2486,00.304.716/6234-25,Navegantes,Vale do Itajaí,Agronegócio,MEI,Empresário Individual,7159.83,1,69925.86,2025-11-05,Ativa,
2487,20.781.874/1465-66,Joinville,Norte Catarinense,Saúde e bem-estar,MEI,Empresário Individual,,,52915.21,2020-05-30,Ativa,
2488,35.546.222/8476-60,São José,Grande Florianópolis,Construção civil,MEI,Empresário Individual,13164.61,1,25464.37,2021-08-23,Ativa,
2489,14.185.940/0489-65,Florianópolis,Grande Florianópolis,Construção civil,ME,Sociedade Limitada,211441.94,2,261355.73,2019-01-06,Suspensa,
2490,55.612.340/0152-29,Criciúma,Sul Catarinense,Tecnologia da informação,MEI,Empresário Individual,13736.22,1,74517.54,2022-01-14,Ativa,
2491,72.209.434/2208-24,Florianópolis,Grande Florianópolis,Alimentação e bebidas,ME,Sociedade Limitada,178953.88,3,246607.64,2019-04-15,Ativa,
2492,07.357.136/1877-49,Xanxerê,Oeste Catarinense,Beleza e estética,ME,Sociedade Limitada,172128.22,9,139870.63,2023-01-12,Baixada,2025-12-09
2493,99.515.414/3604-38,Itajaí,Vale do Itajaí,Imobiliário,ME,Sociedade Limitada,327700.47,3,170541.58,2023-01-28,Ativa,
2494,25.096.933/7579-01,Itajaí,Vale do Itajaí,Imobiliário,MEI,Empresário Individual,6589.19,1,41406.88,2024-09-30,Baixada,2025-03-05
2495,29.653.704/7680-98,Blumenau,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,17490.57,0,-1,2019-01-05,Baixada,2022-06-21
2496,70.142.950/3369-36,Blumenau,Vale do Itajaí,Turismo e hotelaria,MEI,Empresário Individual,7753.35,0,31075.05,2019-08-11,Ativa,
2497,46.065.349/3096-66,Jaraguá do Sul,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,1547.73,1,32567.63,2020-05-19,Ativa,
2498,45.543.623/3193-12,Camboriú,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,313094.61,6,288139.68,2023-03-20,Ativa,
2499,07.789.819/6870-66,São José,Grande Florianópolis,Indústria têxtil e vestuário,ME,Sociedade Limitada,85914.41,8,212489.18,2019-06-16,Ativa,
2500,27.249.014/0543-93,Canoinhas,Norte Catarinense,Construção civil,MEI,Empresário Individual,18824.59,1,34110.58,2021-03-14,Ativa,
2501,58.015.358/4962-00,Blumenau,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,10090.62,0,72423.4,2021-12-22,Baixada,2025-02-09
2502,73.855.555/0518-17,Joinville,Norte Catarinense,Agronegócio,MEI,Empresário Individual,18344.03,0,38194.16,2020-04-02,Ativa,
2503,41.108.002/6491-35,Rio do Sul,Vale do Itajaí,Indústria metalúrgica,Média,Sociedade Anônima Fechada,8801693.38,157,11062470.13,2022-05-17,Ativa,
2504,91.053.725/6563-37,São José,Grande Florianópolis,Construção civil,EPP,Sociedade Limitada,1954505.68,35,980075.07,2025-08-24,Ativa,
2505,20.127.760/6625-95,Joinville,Norte Catarinense,Alimentação e bebidas,EPP,Sociedade Limitada,3059010.34,49,471975.83,2025-03-16,Baixada,2025-10-15
2506,74.219.404/7891-36,Videira,Oeste Catarinense,Construção civil,MEI,Empresário Individual,2845.69,1,46587.71,2020-03-31,Ativa,
2507,38.279.414/5509-73,Itajaí,Vale do Itajaí,Serviços profissionais,ME,Sociedade Limitada,275809.32,9,289993.46,2022-04-21,Ativa,
2508,85.270.497/3444-63,Caçador,Oeste Catarinense,Comércio varejista,EPP,Sociedade Limitada,2476083.62,24,4155694.54,2024-11-05,Suspensa,
2509,22.181.595/8812-36,Concórdia,Oeste Catarinense,Alimentação e bebidas,MEI,Empresário Individual,9237.1,1,51168.36,2025-05-20,Ativa,
2510,52.254.945/7031-76,Navegantes,Vale do Itajaí,Transporte e logística,MEI,Empresário Individual,10656.11,0,28021.59,2019-05-16,Ativa,
2511,42.375.745/4517-33,Jaraguá do Sul,Norte Catarinense,Comércio varejista,EPP,Sociedade Limitada,4048059.78,27,2446018.8,2021-05-28,Ativa,
2512,65.517.286/4213-60,Florianópolis,Grande Florianópolis,Serviços profissionais,ME,Sociedade Limitada,169445.21,6,206191.27,2024-09-10,Ativa,
2513,19.651.644/1805-40,Indaial,Vale do Itajaí,Construção civil,MEI,Empresário Individual,17718.88,0,20660.4,2020-10-17,Baixada,2024-10-28
2514,99.097.989/6591-31,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,6191.0,0,13311.58,2025-10-15,Ativa,
2515,71.656.709/8667-88,Florianópolis,Grande Florianópolis,Imobiliário,MEI,Empresário Individual,10867.11,0,42888.5,2024-02-25,Ativa,
2516,54.150.689/8511-88,Blumenau,Vale do Itajaí,Transporte e logística,ME,Sociedade Limitada,347865.06,6,121721.16,2021-04-04,Ativa,
2517,66.757.169/5402-31,Balneário Camboriú,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,181474.57,5,356734.34,2024-12-31,Ativa,
2518,13.957.001/6845-12,Imbituba,Sul Catarinense,Beleza e estética,ME,Sociedade Limitada,250226.43,9,135788.3,2021-01-25,Ativa,
2519,14.760.409/6262-92,Joinville,Norte Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,87412.3,8,306586.25,2020-12-14,Ativa,
2520,72.720.667/5490-59,Joinville,Norte Catarinense,Educação e treinamento,ME,Sociedade Limitada,164764.26,,114139.11,2021-04-11,Ativa,
2521,83.068.294/8170-49,Itajaí,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,9980.22,1,37839.8,2021-09-17,Ativa,
2522,79.800.472/0288-82,São José,Grande Florianópolis,Construção civil,ME,Sociedade Limitada,262044.01,2,334918.67,2024-01-01,Ativa,
2523,24.431.029/9321-03,Imbituba,Sul Catarinense,Tecnologia da informação,ME,Sociedade Limitada,278475.02,8,91886.84,2019-01-12,Baixada,2021-12-12
2524,83.181.803/4307-14,Laguna,Sul Catarinense,Construção civil,EPP,Sociedade Limitada,2973735.76,31,4013933.94,2019-05-26,Ativa,
2525,59.868.581/9748-84,São Bento do Sul,Norte Catarinense,Educação e treinamento,ME,Sociedade Limitada,271354.94,5,177329.72,2022-09-15,Ativa,
2526,71.742.658/8406-61,Chapecó,Oeste Catarinense,Serviços profissionais,MEI,Empresário Individual,4609.2,1,-1,2020-11-30,Ativa,
2527,11.607.621/0969-26,Camboriú,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,13700.06,0,22830.87,2023-11-09,Ativa,
2528,24.432.954/0568-64,Brusque,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,265901.03,3,186930.65,2021-01-09,Baixada,2021-07-14
2529,31.889.706/0446-20,Joinville,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,4284.84,1,66601.66,2024-07-06,Ativa,
2530,14.211.407/8136-64,Joinville,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,2392.7,0,58022.57,2024-05-01,Ativa,
2531,42.470.649/2225-71,Lages,Serrana,Agronegócio,MEI,Empresário Individual,10834.69,0,70564.44,2021-02-24,Ativa,
2532,56.466.397/1801-20,Criciúma,Sul Catarinense,Imobiliário,MEI,Empresário Individual,17155.18,1,68747.94,2022-02-21,Ativa,
2533,46.676.674/9134-81,Chapecó,Oeste Catarinense,Alimentação e bebidas,Média,Sociedade Anônima Fechada,32196242.48,206,32806214.0,2023-01-01,Baixada,2025-12-03
2534,32.442.146/1004-98,Chapecó,Oeste Catarinense,Tecnologia da informação,Grande,Sociedade Anônima,114127719.71,867,400439650.67,2019-02-19,Ativa,
2535,69.059.183/7653-97,Joinville,Norte Catarinense,Indústria alimentícia,MEI,Empresário Individual,17012.97,0,64742.87,2022-10-01,Ativa,
2536,35.451.364/0294-22,Lages,Serrana,Comércio varejista,MEI,Empresário Individual,15546.54,0,49461.75,2021-06-06,Baixada,2021-10-08
2537,59.599.592/4197-16,São José,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,122460.63,4,357365.03,2025-07-27,Ativa,
2538,32.538.361/4491-79,Chapecó,Oeste Catarinense,Alimentação e bebidas,EPP,Sociedade Limitada,,15,844735.95,2019-07-08,Ativa,
2539,87.261.173/7021-53,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,16852.85,0,72354.58,2022-06-30,Ativa,
2540,12.434.666/2913-62,Jaraguá do Sul,Norte Catarinense,Transporte e logística,MEI,Empresário Individual,7887.94,1,75958.73,2021-04-16,Ativa,
2541,58.498.447/5393-60,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,15498.17,0,17304.7,2019-03-01,Ativa,
2542,75.180.075/6582-55,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,8019.95,0,78288.42,2021-02-12,Ativa,
2543,30.907.294/8563-66,,Não informada,Transporte e logística,MEI,Empresário Individual,2676.17,0,35485.17,2023-03-19,Ativa,
2544,70.112.143/5939-39,Chapecó,Oeste Catarinense,Comércio varejista,EPP,Sociedade Limitada,3647373.34,21,3422930.36,2025-10-01,Ativa,
2545,60.402.874/4770-64,Joinville,Norte Catarinense,Imobiliário,Grande,Sociedade Anônima,456295954.28,1340,104180976.72,2020-09-02,Baixada,2023-10-13
2546,68.843.939/3960-62,Jaraguá do Sul,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,12740.08,0,71688.43,2020-10-11,Baixada,2022-07-12
2547,45.456.031/8686-59,Caçador,Oeste Catarinense,Comércio varejista,ME,Sociedade Limitada,48377.38,3,244290.85,2025-12-15,Ativa,
2548,27.719.591/1994-13,Joinville,Norte Catarinense,Tecnologia da informação,ME,Sociedade Limitada,49886.53,3,250105.93,2024-10-15,Ativa,
2549,08.231.961/7258-82,Chapecó,Oeste Catarinense,Alimentação e bebidas,MEI,Empresário Individual,2832.84,1,71536.15,2025-06-27,Ativa,
2550,89.951.217/4475-63,São José,Grande Florianópolis,Construção civil,ME,Sociedade Limitada,350509.23,9,317077.45,2023-12-17,Ativa,
2551,68.212.035/8139-79,Chapecó,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,6758.18,0,25306.37,2019-04-07,Baixada,2020-06-05
2552,59.199.885/5229-29,São José,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,255752.23,6,122805.33,2021-01-15,Ativa,
2553,87.291.298/9673-35,Criciúma,Sul Catarinense,Educação e treinamento,MEI,Empresário Individual,6385.98,1,75014.87,2025-03-08,Suspensa,
2554,57.632.951/6621-56,São José,Grande Florianópolis,Indústria têxtil e vestuário,MEI,Empresário Individual,3776.26,0,12243.32,2021-06-01,Ativa,
2555,86.026.871/7584-05,Balneário Camboriú,Vale do Itajaí,Agronegócio,MEI,Empresário Individual,4897.66,1,15512.52,2023-03-22,Ativa,
2556,74.600.341/0588-28,Joinville,Norte Catarinense,Transporte e logística,MEI,Empresário Individual,7308.01,1,24860.83,2023-07-24,Baixada,2024-10-29
2557,09.706.440/7125-34,Criciúma,Sul Catarinense,Agronegócio,MEI,Empresário Individual,12188.56,1,-1,2019-12-20,Baixada,2023-12-24
2558,20.158.113/0839-53,Xanxerê,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,4465.26,1,55433.33,2022-10-01,Ativa,
2559,08.960.713/7667-08,Florianópolis,Grande Florianópolis,Transporte e logística,ME,Sociedade Limitada,133327.92,3,121980.51,2020-05-20,Ativa,
2560,84.014.407/9043-89,Gaspar,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,14621.15,0,61095.9,2022-11-07,Ativa,
2561,41.134.148/1268-92,Gaspar,Vale do Itajaí,Agronegócio,MEI,Empresário Individual,4612.84,0,71630.17,2024-02-05,Ativa,
2562,68.856.069/4568-47,Caçador,Oeste Catarinense,Serviços profissionais,MEI,Empresário Individual,18977.46,0,44548.8,2022-09-05,Ativa,
2563,49.493.078/4578-44,Florianópolis,Grande Florianópolis,Tecnologia da informação,MEI,Empresário Individual,8121.28,1,34797.57,2025-12-12,Ativa,
2564,02.860.118/3769-10,Lages,Serrana,Indústria têxtil e vestuário,ME,Sociedade Limitada,30423.0,8,112950.68,2021-08-15,Ativa,
2565,44.445.325/6721-19,,Não informada,Educação e treinamento,EPP,Sociedade Limitada,792005.11,24,2459120.74,2025-01-19,Suspensa,
2566,21.655.146/2000-88,São José,Grande Florianópolis,Alimentação e bebidas,Média,Sociedade Anônima Fechada,28844995.25,142,37635212.05,2019-02-01,Ativa,
2567,69.314.935/4881-07,Jaraguá do Sul,Norte Catarinense,Tecnologia da informação,Média,Sociedade Anônima Fechada,15620406.82,77,15646256.81,2023-09-22,Baixada,2025-09-12
2568,02.537.593/3585-15,Joinville,Norte Catarinense,Construção civil,EPP,Sociedade Limitada,3358181.13,48,3566835.45,2025-08-17,Ativa,
2569,88.118.821/0760-59,São José,Grande Florianópolis,Saúde e bem-estar,ME,Sociedade Limitada,183208.18,7,323999.46,2019-03-23,Ativa,
2570,32.549.660/7028-73,Biguaçu,Grande Florianópolis,Imobiliário,MEI,Empresário Individual,5783.29,1,59767.97,2019-07-04,Baixada,2021-01-01
2571,62.966.827/3428-90,Mafra,Norte Catarinense,Educação e treinamento,EPP,Sociedade Limitada,486339.83,39,878477.02,2025-03-02,Ativa,
2572,95.899.321/9133-04,São José,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,6521.32,0,55503.39,2022-04-07,Ativa,
2573,62.404.416/3166-41,Blumenau,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,345141.43,9,298325.43,2022-05-12,Ativa,
2574,60.580.856/9028-91,Itajaí,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,1301.52,1,67051.16,2025-07-29,Ativa,
2575,77.226.966/7349-58,Balneário Camboriú,Vale do Itajaí,Comércio varejista,EPP,Sociedade Limitada,2308883.85,19,-1,2019-02-17,Baixada,2020-12-02
2576,46.516.792/1271-95,São José,Grande Florianópolis,Educação e treinamento,Média,Sociedade Anônima Fechada,36012276.98,61,28720716.51,2022-08-23,Ativa,
2577,01.648.547/1332-58,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,2142.41,1,46854.8,2024-04-10,Ativa,
2578,25.691.539/3058-18,Florianópolis,Grande Florianópolis,Tecnologia da informação,MEI,Empresário Individual,17745.38,0,13250.93,2025-03-20,Ativa,
2579,19.581.618/9329-86,Itajaí,Vale do Itajaí,Serviços profissionais,EPP,Sociedade Limitada,4455868.85,34,770038.36,2022-02-23,Ativa,
2580,37.436.125/1426-18,Blumenau,Vale do Itajaí,Beleza e estética,Grande,Sociedade Anônima,184747015.82,1622,84582926.33,2022-05-09,Ativa,
2581,38.730.060/3289-79,Xanxerê,Oeste Catarinense,Indústria têxtil e vestuário,MEI,Empresário Individual,16475.62,0,16606.65,2022-09-04,Ativa,
2582,10.894.520/7259-40,Navegantes,Vale do Itajaí,Indústria têxtil e vestuário,Média,Sociedade Anônima Fechada,37388260.18,168,21410913.92,2024-04-01,Ativa,
2583,22.554.942/2851-41,Joinville,Norte Catarinense,Serviços profissionais,ME,Sociedade Limitada,352973.78,1,341755.34,2021-03-02,Ativa,
2584,30.561.311/1372-36,Indaial,Vale do Itajaí,Transporte e logística,ME,Sociedade Limitada,318344.11,9,297000.79,2022-12-09,Ativa,
2585,18.909.830/8799-33,Criciúma,Sul Catarinense,Indústria têxtil e vestuário,MEI,Empresário Individual,18959.81,1,62099.22,2020-05-25,Ativa,
2586,02.082.896/8181-43,Joinville,Norte Catarinense,Tecnologia da informação,EPP,Sociedade Limitada,3936095.04,48,726114.52,2024-10-15,Ativa,
2587,87.796.807/6879-02,Joinville,Norte Catarinense,Alimentação e bebidas,Grande,Sociedade Anônima,97826006.13,1360,-1,2023-09-24,Baixada,2025-05-14
2588,70.290.754/2248-98,Blumenau,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,18765.36,1,30753.66,2022-11-11,Ativa,
2589,96.586.681/4034-84,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,15733.93,0,68913.9,2025-03-03,Suspensa,
2590,70.811.759/6614-46,Gaspar,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,11767.04,0,56982.35,2024-02-06,Ativa,
2591,02.235.960/6585-52,Chapecó,Oeste Catarinense,Construção civil,MEI,Empresário Individual,10967.74,1,44471.01,2019-08-29,Suspensa,
2592,48.618.174/5757-68,Joinville,Norte Catarinense,Transporte e logística,ME,Sociedade Limitada,218443.42,5,161548.17,2019-04-04,Ativa,
2593,30.365.907/7467-43,Mafra,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,14263.64,0,55837.29,2025-09-17,Ativa,
2594,43.172.749/6318-85,Joinville,Norte Catarinense,Indústria metalúrgica,ME,Sociedade Limitada,122165.4,6,111745.92,2019-08-08,Baixada,2020-01-05
2595,32.310.785/7788-46,Joinville,Norte Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,299176.18,1,115135.15,2020-05-23,Ativa,
2596,34.018.814/9774-18,Joinville,Norte Catarinense,Comércio varejista,EPP,Sociedade Limitada,3688664.69,15,760902.25,2019-03-17,Ativa,
2597,94.828.827/6343-94,Camboriú,Vale do Itajaí,Agronegócio,ME,Sociedade Limitada,37851.43,6,347290.06,2024-03-12,Ativa,
2598,71.472.747/9319-80,Criciúma,Sul Catarinense,Serviços profissionais,ME,Sociedade Limitada,150662.91,9,169538.61,2024-12-05,Ativa,
2599,39.977.041/4588-61,Criciúma,Sul Catarinense,Comércio varejista,MEI,Empresário Individual,2959.54,0,34877.19,2024-10-01,Baixada,2025-08-07
2600,48.400.421/0997-98,Joinville,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,15288.87,0,39495.36,2025-04-27,Ativa,
2601,92.783.607/9890-97,Itajaí,Vale do Itajaí,Construção civil,ME,Sociedade Limitada,152095.61,7,335959.94,2025-05-29,Ativa,
2602,01.362.408/3195-26,Brusque,Vale do Itajaí,Indústria metalúrgica,Média,Sociedade Anônima Fechada,25493812.53,236,30855384.82,2019-03-09,Ativa,
2603,05.467.884/8805-95,Blumenau,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,8812.19,0,62188.64,2022-08-09,Ativa,
2604,42.438.801/3724-92,Blumenau,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,19899.64,0,27487.84,2024-12-23,Ativa,
2605,51.220.721/5980-56,Jaraguá do Sul,Norte Catarinense,Turismo e hotelaria,EPP,Sociedade Limitada,3054741.55,36,1765334.78,2023-07-09,Suspensa,
2606,06.840.964/2938-55,Florianópolis,Grande Florianópolis,Indústria metalúrgica,MEI,Empresário Individual,5387.44,0,65938.44,2019-05-26,Baixada,2020-12-20
2607,91.306.108/5570-41,Chapecó,Oeste Catarinense,Serviços profissionais,ME,Sociedade Limitada,23278.49,9,118214.87,2019-01-31,Ativa,
2608,13.295.010/2323-21,Lages,Serrana,Serviços profissionais,MEI,Empresário Individual,19562.56,1,69962.51,2022-01-27,Ativa,
2609,49.161.019/9532-10,Joinville,Norte Catarinense,Tecnologia da informação,ME,Sociedade Limitada,334260.23,9,159991.02,2022-07-12,Baixada,2023-06-13
2610,94.199.798/1763-01,Blumenau,Vale do Itajaí,Construção civil,ME,Sociedade Limitada,41080.68,5,341090.57,2025-01-21,Ativa,
2611,41.048.820/6456-20,Lages,Serrana,Saúde e bem-estar,EPP,Sociedade Limitada,1904201.65,23,3608379.47,2020-03-18,Ativa,
2612,52.056.567/9167-12,Balneário Camboriú,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,4618.86,1,22011.02,2024-07-19,Ativa,
2613,32.497.073/0686-88,Criciúma,Sul Catarinense,Educação e treinamento,EPP,Sociedade Limitada,3490674.27,16,1373565.82,2022-01-15,Ativa,
2614,54.040.261/6684-50,Itajaí,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,4475.68,0,61103.42,2025-06-10,Ativa,
2615,98.278.147/0564-97,Florianópolis,Grande Florianópolis,Educação e treinamento,ME,Sociedade Limitada,129858.56,9,154069.7,2020-11-10,Ativa,
2616,84.309.269/7883-31,São José,Grande Florianópolis,Agronegócio,MEI,Empresário Individual,8604.02,0,33639.56,2020-11-28,Ativa,
2617,34.405.856/5951-97,,Não informada,Indústria têxtil e vestuário,EPP,Sociedade Limitada,1873352.63,19,552194.51,2024-08-23,Ativa,
2618,92.095.455/4912-83,Brusque,Vale do Itajaí,Indústria têxtil e vestuário,ME,Sociedade Limitada,97882.37,5,290905.35,2019-05-23,Ativa,
2619,95.874.279/6304-95,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,18652.5,1,74354.47,2022-03-12,Suspensa,
2620,81.059.251/2118-94,São Bento do Sul,Norte Catarinense,Serviços profissionais,ME,Sociedade Limitada,196011.03,7,279134.73,2023-12-14,Ativa,
2621,30.043.359/0156-40,Chapecó,Oeste Catarinense,Alimentação e bebidas,MEI,Empresário Individual,19590.06,1,37474.25,2023-11-13,Ativa,
2622,92.839.625/7741-61,Criciúma,Sul Catarinense,Imobiliário,MEI,Empresário Individual,11772.01,0,30259.95,2023-07-11,Ativa,
2623,55.861.711/0696-79,Concórdia,Oeste Catarinense,Imobiliário,Média,Sociedade Anônima Fechada,34685992.37,242,19058234.46,2023-09-01,Ativa,
2624,85.156.283/7947-74,Chapecó,Oeste Catarinense,Alimentação e bebidas,EPP,Sociedade Limitada,4318465.0,36,4485599.84,2022-02-23,Ativa,
